"artist","track","time","week","rank","date"
"Badu, Erkyah","Bag Lady",05:03:00,"11","8",2000-08-19
"Baha Men","Who Let The Dogs Out",03:17:00,"11","53",2000-07-22
"Barenaked Ladies","Pinch Me",03:46:00,"11","16",2000-09-09
"Beenie Man","Girls Dem Sugar",04:17:00,"11","84",2000-10-21
"Big Punisher","It's So Hard",03:25:00,"11","90",2000-04-22
"Black Rob","Whoa!",04:04:00,"11","54",2000-03-04
"Black, Clint","Been There",05:28:00,"11","44",2000-02-19
"Blaque","Bring It All To Me",03:46:00,"11","9",1999-10-23
"Blige, Mary J.","Deep Inside",05:26:00,"11","63",1999-11-13
"Blink-182","All The Small Things",02:52:00,"11","7",1999-12-04
"Bloodhound Gang","The Bad Touch",04:20:00,"11","96",2000-03-18
"Bon Jovi","It's My Life",03:44:00,"11","35",2000-08-12
"Braxton, Toni","He Wasn't Man Enough",04:21:00,"11","4",2000-03-18
"Braxton, Toni","Just Be A Man About ...",04:10:00,"11","50",2000-07-29
"Brock, Chad","Yes!",03:22:00,"11","28",2000-04-08
"Brooks & Dunn","You'll Always Be Lov...",02:58:00,"11","62",2000-06-10
"Cagle, Chris","My Love Goes On And ...",03:02:00,"11","91",2000-10-21
"Carey, Mariah","Thank God I Found Yo...",04:14:00,"11","1",1999-12-11
"Carter, Aaron","Aaron's Party (Come ...",03:23:00,"11","67",2000-08-26
"Changing Faces","That Other Woman",04:00:00,"11","97",2000-09-30
"Chesney, Kenny","I Lost It",03:54:00,"11","36",2000-10-21
"Chesney, Kenny","What I Need To Do",04:05:00,"11","56",2000-04-01
"Clark Family Experience","Meanwhile Back At Th...",02:56:00,"11","85",2000-11-18
"Common","The Light",03:55:00,"11","52",2000-08-05
"Counting Crows","Hanginaround",04:07:00,"11","29",1999-11-06
"Creed","Higher",05:16:00,"11","57",1999-09-11
"Creed","With Arms Wide Open",03:52:00,"11","70",2000-05-13
"Cyrus, Billy Ray","You Won't Be Lonely ...",03:45:00,"11","80",2000-09-23
"D'Angelo","Untitled (How Does I...",07:10:00,"11","39",2000-01-22
"DMX","Party Up (Up In Here...",03:45:00,"11","27",2000-02-26
"DMX","What You Want",04:05:00,"11","52",2000-07-01
"DMX","What's My Name",03:50:00,"11","100",2000-01-15
"Da Brat","That's What I'm Look...",03:44:00,"11","71",2000-02-26
"Da Brat","What'Chu Like",03:57:00,"11","26",2000-06-03
"Davidson, Clay","Unconditional",03:56:00,"11","54",2000-03-25
"Destiny's Child","Independent Women Pa...",03:38:00,"11","1",2000-09-23
"Destiny's Child","Jumpin' Jumpin'",03:48:00,"11","13",2000-05-13
"Destiny's Child","Say My Name",04:31:00,"11","17",1999-12-25
"Diffie, Joe","It's Always Somethin...",02:55:00,"11","92",2000-08-12
"Dion, Celine","That's The Way It Is",04:03:00,"11","11",1999-11-13
"Dixie Chicks, The","Cowboy Take Me Away",04:51:00,"11","27",1999-11-27
"Dixie Chicks, The","Goodbye Earl",04:19:00,"11","86",2000-03-18
"Dixie Chicks, The","Without You",03:32:00,"11","35",2000-10-07
"Dr. Dre","Forgot About Dre",03:42:00,"11","25",2000-01-22
"Dr. Dre","The Next Episode",02:38:00,"11","26",2000-05-27
"Drama","Left, Right, Left",03:37:00,"11","100",2000-02-12
"Dream","He Loves U Not",03:43:00,"11","11",2000-09-30
"Eastsidaz, The","G'D Up",04:27:00,"11","83",2000-01-08
"Eiffel 65","Blue",03:29:00,"11","13",1999-12-11
"Elliott, Missy ""Misdemeanor""","Hot Boyz",03:51:00,"11","8",1999-11-27
"Eminem","Stan",05:26:00,"11","69",2000-11-04
"Eminem","The Real Slim Shady",04:42:00,"11","8",2000-05-06
"Evans, Sara","Born To Fly",05:36:00,"11","34",2000-10-21
"Eve","Love Is Blind",03:51:00,"11","50",2000-01-08
"Everclear","Wonderful",04:30:00,"11","28",2000-07-08
"Fabian, Lara","I Will Love Again",03:43:00,"11","37",2000-06-10
"Fatboy Slim","The Rockafeller Skan...",04:00:00,"11","76",1999-11-13
"Filter","Take A Picture",04:23:00,"11","12",1999-11-27
"Foo Fighters","Learn To Fly",03:55:00,"11","22",1999-10-16
"Gill, Vince","Feels Like Love",04:13:00,"11","53",2000-09-02
"Gilman, Billy","One Voice",04:07:00,"11","43",2000-06-17
"Ginuwine","None Of Ur Friends B...",04:12:00,"11","64",1999-12-11
"Ginuwine","The Best Man I Can B...",04:06:00,"11","85",2000-01-08
"Goo Goo Dolls","Broadway",03:54:00,"11","24",2000-04-22
"Gray, Macy","I Try",03:52:00,"11","7",2000-02-19
"Griggs, Andy","She's More",03:19:00,"11","47",2000-03-11
"Guy","Dancin'",04:08:00,"11","94",1999-12-18
"Hart, Beth","L.A. Song",03:47:00,"11","91",1999-11-27
"Heatherly, Eric","Flowers On The Wall",03:16:00,"11","65",2000-04-29
"Henley, Don","Taking You Home",04:08:00,"11","71",2000-06-24
"Hill, Faith","Breathe",04:04:00,"11","30",1999-11-06
"Hill, Faith","Let's Make Love",04:11:00,"11","54",2000-08-12
"Hoku","Another Dumb Blonde",03:47:00,"11","53",2000-02-19
"Hot Boys","I Need A Hot Girl",04:16:00,"11","92",2000-02-19
"Houston, Whitney","Could I Have This Ki...",03:54:00,"11","59",2000-06-17
"Houston, Whitney","I Learned From The B...",04:18:00,"11","82",2000-02-19
"Houston, Whitney","My Love Is Your Love",04:16:00,"11","8",1999-09-04
"IMx","Stay The Night",03:37:00,"11","40",1999-10-09
"Ice Cube","You Can Do It",04:20:00,"11","73",1999-12-04
"Ideal","Whatever",03:48:00,"11","47",2000-06-10
"Iglesias, Enrique","Be With You",03:36:00,"11","5",2000-04-01
"Iglesias, Enrique","Rhythm Divine",07:35:00,"11","49",1999-12-04
"J-Shin","One Night Stand",04:34:00,"11","38",1999-12-25
"Ja Rule","Between Me And You",04:05:00,"11","11",2000-09-16
"Jackson, Alan","It Must Be Love",02:53:00,"11","37",2000-06-24
"Jackson, Alan","Pop A Top",03:04:00,"11","43",1999-11-13
"Jackson, Alan","www.memory",02:36:00,"11","63",2000-11-04
"Jagged Edge","He Can't Love U",03:30:00,"11","24",1999-12-11
"Jagged Edge","Let's Get Married",04:23:00,"11","23",2000-05-06
"Janet","Doesn't Really Matte...",04:17:00,"11","1",2000-06-17
"Jay-Z","Big Pimpin'",03:55:00,"11","21",2000-04-22
"Jay-Z","Hey Papi",03:40:00,"11","85",2000-08-12
"Jay-Z","I Just Wanna Love U ...",03:50:00,"11","12",2000-10-28
"Jean, Wyclef","911",04:00:00,"11","44",2000-10-07
"Joe","I Wanna Know",04:57:00,"11","27",2000-01-01
"Joe","Treat Her Like A Lad...",04:12:00,"11","78",2000-08-05
"John, Elton","Someday Out Of The B...",04:41:00,"11","93",2000-04-22
"Jones, Donell","Where I Wanna Be",06:22:00,"11","33",2000-04-22
"Jordan, Montell","Get It On.. Tonite",04:34:00,"11","24",1999-10-23
"Kandi","Don't Think I'm Not",03:50:00,"11","26",2000-08-05
"Keith, Toby","Country Comes To Tow...",03:39:00,"11","54",2000-08-05
"Keith, Toby","How Do You Like Me N...",03:29:00,"11","31",2000-01-29
"Kelis","Caught Out There",04:09:00,"11","75",1999-12-04
"Kid Rock","Only God Knows Why",05:27:00,"11","21",2000-02-19
"Lawrence, Tracy","Lessons Learned",02:55:00,"11","40",2000-01-29
"Lil Bow Wow","Bounce With Me",03:22:00,"11","27",2000-08-19
"Lil Wayne","Tha Block Is Hot",04:13:00,"11","95",1999-12-04
"Lil' Kim","How Many Licks?",03:50:00,"11","96",2000-11-25
"Lil' Zane","Callin' Me",03:43:00,"11","67",2000-07-29
"Limp Bizkit","N 2 Gether Now",03:55:00,"11","96",1999-12-04
"Limp Bizkit","Re-Arranged",04:08:00,"11","89",1999-12-04
"Limp Bizkit","Rollin'",04:04:00,"11","80",2000-11-11
"Lonestar","Amazed",04:25:00,"11","26",1999-06-05
"Lonestar","Smile",03:33:00,"11","43",1999-12-18
"Lonestar","What About Now",03:30:00,"11","30",2000-06-10
"Lopez, Jennifer","Feelin' Good",04:28:00,"11","96",2000-02-19
"Loveless, Patty","That's The Kind Of M...",03:27:00,"11","71",2000-09-16
"Lucy Pearl","Dance Tonight",03:45:00,"11","36",2000-05-20
"Ludacris","What's Your Fantasy",04:16:00,"11","22",2000-09-30
"M2M","Don't Say You Love M...",03:41:00,"11","98",1999-11-20
"M2M","Mirror Mirror",03:19:00,"11","74",2000-04-01
"Madison Avenue","Don't Call Me Baby",03:44:00,"11","88",2000-07-08
"Madonna","Music",03:45:00,"11","2",2000-08-12
"Martin, Ricky","Shake Your Bon-Bon",03:08:00,"11","91",1999-11-20
"Martin, Ricky","She Bangs",04:02:00,"11","22",2000-10-07
"Mary Mary","Shackles (Praise You...",03:12:00,"11","31",2000-03-25
"McBride, Martina","Love's The Only Hous...",05:13:00,"11","42",2000-02-05
"McBride, Martina","There You Are",03:26:00,"11","63",2000-09-09
"McEntire, Reba","I'll Be",04:23:00,"11","52",2000-05-13
"McEntire, Reba","What Do You Say",03:26:00,"11","53",1999-10-30
"McGraw, Tim","My Best Friend",04:33:00,"11","29",1999-11-27
"McGraw, Tim","My Next Thirty Years",03:37:00,"11","28",2000-10-21
"McGraw, Tim","Some Things Never Ch...",03:56:00,"11","58",2000-05-13
"Messina, Jo Dee","Because You Love Me",03:50:00,"11","61",2000-01-29
"Messina, Jo Dee","That's The Way",03:17:00,"11","31",2000-06-24
"Metallica","I Disappear",04:26:00,"11","83",2000-05-13
"Montgomery, John Michael","The Little Girl",03:52:00,"11","37",2000-09-09
"Moore, Mandy","I Wanna Be With You",04:12:00,"11","42",2000-06-17
"Mumba, Samantha","Gotta Tell You",03:19:00,"11","6",2000-09-09
"Musiq","Just Friends",04:02:00,"11","32",2000-10-14
"Mya","Case Of The Ex (What...",03:50:00,"11","17",2000-08-19
"Mya","The Best Of Me",04:12:00,"11","72",2000-04-15
"Mystikal","Shake Ya Ass",04:46:00,"11","14",2000-08-12
"N'Sync","Bye Bye Bye",03:15:00,"11","5",2000-01-29
"N'Sync","It's Gonna Be Me",03:10:00,"11","5",2000-05-06
"N'Sync","This I Promise You",04:23:00,"11","6",2000-09-30
"Nas","You Owe Me",03:51:00,"11","75",2000-03-25
"Nelly","(Hot S**t) Country G...",04:17:00,"11","37",2000-04-29
"Next","Wifey",04:03:00,"11","21",2000-05-27
"Nine Days","Absolutely (Story Of...",03:09:00,"11","11",2000-05-06
"No Doubt","Simple Kind Of Life",04:11:00,"11","88",2000-07-01
"Paisley, Brad","We Danced",03:45:00,"11","36",2000-10-14
"Papa Roach","Last Resort",03:19:00,"11","63",2000-07-29
"Pink","Most Girls",04:06:00,"11","5",2000-08-12
"Pink","There U Go",03:23:00,"11","15",2000-03-04
"Price, Kelly","You Should've Told M...",03:12:00,"11","64",2000-09-23
"Profyle","Liar",03:57:00,"11","35",2000-09-16
"R.E.M.","The Great Beyond",04:10:00,"11","60",1999-12-25
"Rascal Flatts","Prayin' For Daylight",03:36:00,"11","49",2000-05-06
"Raye, Collin","Couldn't Last A Mome...",03:40:00,"11","48",2000-03-18
"Red Hot Chili Peppers","Californication",05:21:00,"11","74",2000-07-29
"Red Hot Chili Peppers","Otherside",04:13:00,"11","29",2000-02-12
"Rimes, LeAnn","Big Deal",03:03:00,"11","26",1999-10-16
"Rimes, LeAnn","Can't Fight The Moon...",03:33:00,"11","77",2000-09-09
"Rimes, LeAnn","I Need You",03:42:00,"11","13",2000-05-27
"Rogers, Kenny","Buy Me A Rose",03:46:00,"11","46",2000-03-11
"Ruff Endz","No More",03:56:00,"11","8",2000-07-01
"Sammie","I Like It",04:09:00,"11","29",2000-01-29
"Santana","Maria, Maria",04:18:00,"11","1",2000-02-12
"Savage Garden","Crash And Burn",04:41:00,"11","34",2000-04-08
"Savage Garden","I Knew I Loved You",04:07:00,"11","4",1999-10-23
"SheDaisy","I Will.. But",03:40:00,"11","44",2000-07-15
"Shyne","Bad Boyz",04:22:00,"11","74",2000-09-09
"Simpson, Jessica","I Think I'm In Love ...",03:32:00,"11","38",2000-07-01
"Sisqo","Got To Get It",03:52:00,"11","43",1999-11-20
"Sisqo","Incomplete",03:52:00,"11","2",2000-06-24
"Sisqo","Thong Song",04:05:00,"11","6",2000-01-29
"Sister Hazel","Change Your Mind",04:02:00,"11","84",2000-07-15
"Smash Mouth","Then The Morning Com...",03:04:00,"11","16",1999-10-30
"Son By Four","A Puro Dolor (Purest...",03:30:00,"11","48",2000-04-08
"Sonique","It Feels So Good",03:48:00,"11","13",2000-01-22
"SoulDecision","Faded",03:25:00,"11","22",2000-07-08
"Spears, Britney","From The Bottom Of M...",04:30:00,"11","41",2000-01-29
"Spears, Britney","Lucky",03:23:00,"11","100",2000-08-12
"Spears, Britney","Oops!.. I Did It Aga...",03:30:00,"11","14",2000-04-22
"Splender","I Think God Can Expl...",03:55:00,"11","95",2000-06-10
"Sting","Desert Rose",03:52:00,"11","19",2000-05-13
"Stone Temple Pilots","Sour Girl",04:16:00,"11","91",2000-07-08
"Stone, Angie","No More Rain (In Thi...",04:42:00,"11","63",1999-12-25
"Strait, George","Go On",03:48:00,"11","44",2000-08-26
"Strait, George","The Best Day",03:24:00,"11","33",2000-01-29
"Sugar Ray","Falls Apart",04:15:00,"11","47",2000-01-15
"Third Eye Blind","Deep Inside Of You",04:10:00,"11","95",2000-09-02
"Third Eye Blind","Never Let You Go",03:57:00,"11","14",2000-01-22
"Thomas, Carl","Emotional",04:31:00,"11","60",2000-11-25
"Thomas, Carl","I Wish",03:50:00,"11","22",2000-03-25
"Thomas, Carl","Summer Rain",04:57:00,"11","95",2000-09-23
"Tippin, Aaron","Kiss This",02:53:00,"11","51",2000-08-26
"Train","Meet Virginia",03:55:00,"11","22",1999-10-09
"Trick Daddy","Shut Up",04:17:00,"11","97",2000-05-20
"Tritt, Travis","Best Of Intentions",04:15:00,"11","33",2000-08-19
"Urban, Keith","Your Everything",04:10:00,"11","55",2000-07-15
"Vassar, Phil","Carlene",04:07:00,"11","52",2000-03-04
"Vassar, Phil","Just Another Day In ...",03:54:00,"11","43",2000-09-30
"Vertical Horizon","Everything You Want",04:01:00,"11","17",2000-01-22
"Vertical Horizon","You're A God",03:45:00,"11","23",2000-08-26
"Vitamin C","Graduation (Friends ...",04:23:00,"11","57",2000-04-15
"Walker, Clay","Live, Laugh, Love",04:06:00,"11","98",1999-12-04
"Walker, Clay","The Chain Of Love",05:03:00,"11","44",2000-04-15
"Westlife","Swear It Again",04:07:00,"11","32",2000-04-01
"Williams, Robbie","Angels",03:56:00,"11","72",1999-11-20
"Wills, Mark","Back At One",04:00:00,"11","45",2000-01-15
"Worley, Darryl","When You Need My Lov...",03:35:00,"11","80",2000-06-17
"Ying Yang Twins","Whistle While You Tw...",04:19:00,"11","97",2000-03-18
"matchbox twenty","Bent",04:12:00,"11","8",2000-04-29
"3 Doors Down","Kryptonite",03:53:00,"12","51",2000-04-08
"3 Doors Down","Loser",04:24:00,"12","59",2000-10-21
"504 Boyz","Wobble Wobble",03:35:00,"12","70",2000-04-15
"98^0","Give Me Just One Nig...",03:24:00,"12","22",2000-08-19
"Aaliyah","I Don't Wanna",04:15:00,"12","37",2000-01-29
"Aaliyah","Try Again",04:03:00,"12","8",2000-03-18
"Adams, Yolanda","Open My Heart",05:30:00,"12","68",2000-08-26
"Aguilera, Christina","Come On Over Baby (A...",03:38:00,"12","1",2000-08-05
"Aguilera, Christina","I Turn To You",04:00:00,"12","3",2000-04-15
"Aguilera, Christina","What A Girl Wants",03:18:00,"12","3",1999-11-27
"Alice Deejay","Better Off Alone",06:50:00,"12","37",2000-04-08
"Anastacia","I'm Outta Love",04:01:00,"12","97",2000-04-01
"Anthony, Marc","My Baby You",03:59:00,"12","74",2000-09-16
"Anthony, Marc","You Sang To Me",03:50:00,"12","13",2000-02-26
"Avant","My First Love",04:28:00,"12","31",2000-11-04
"Avant","Separated",04:13:00,"12","28",2000-04-29
"BBMak","Back Here",03:35:00,"12","15",2000-04-29
"Backstreet Boys, The","Shape Of My Heart",03:49:00,"12","19",2000-10-14
"Backstreet Boys, The","Show Me The Meaning ...",03:54:00,"12","6",2000-01-01
"Backstreet Boys, The","The One",03:46:00,"12","90",2000-05-27
"Badu, Erkyah","Bag Lady",05:03:00,"12","11",2000-08-19
"Baha Men","Who Let The Dogs Out",03:17:00,"12","53",2000-07-22
"Barenaked Ladies","Pinch Me",03:46:00,"12","15",2000-09-09
"Beenie Man","Girls Dem Sugar",04:17:00,"12","92",2000-10-21
"Big Punisher","It's So Hard",03:25:00,"12","88",2000-04-22
"Black Rob","Whoa!",04:04:00,"12","57",2000-03-04
"Black, Clint","Been There",05:28:00,"12","55",2000-02-19
"Blaque","Bring It All To Me",03:46:00,"12","9",1999-10-23
"Blige, Mary J.","Deep Inside",05:26:00,"12","67",1999-11-13
"Blink-182","All The Small Things",02:52:00,"12","6",1999-12-04
"Bloodhound Gang","The Bad Touch",04:20:00,"12","98",2000-03-18
"Bon Jovi","It's My Life",03:44:00,"12","34",2000-08-12
"Braxton, Toni","He Wasn't Man Enough",04:21:00,"12","5",2000-03-18
"Braxton, Toni","Just Be A Man About ...",04:10:00,"12","53",2000-07-29
"Brock, Chad","Yes!",03:22:00,"12","27",2000-04-08
"Brooks & Dunn","You'll Always Be Lov...",02:58:00,"12","56",2000-06-10
"Carey, Mariah","Thank God I Found Yo...",04:14:00,"12","2",1999-12-11
"Carter, Aaron","Aaron's Party (Come ...",03:23:00,"12","83",2000-08-26
"Chesney, Kenny","I Lost It",03:54:00,"12","45",2000-10-21
"Chesney, Kenny","What I Need To Do",04:05:00,"12","56",2000-04-01
"Clark Family Experience","Meanwhile Back At Th...",02:56:00,"12","91",2000-11-18
"Common","The Light",03:55:00,"12","56",2000-08-05
"Counting Crows","Hanginaround",04:07:00,"12","29",1999-11-06
"Creed","Higher",05:16:00,"12","57",1999-09-11
"Creed","With Arms Wide Open",03:52:00,"12","79",2000-05-13
"Cyrus, Billy Ray","You Won't Be Lonely ...",03:45:00,"12","89",2000-09-23
"D'Angelo","Untitled (How Does I...",07:10:00,"12","44",2000-01-22
"DMX","Party Up (Up In Here...",03:45:00,"12","27",2000-02-26
"DMX","What You Want",04:05:00,"12","55",2000-07-01
"Da Brat","That's What I'm Look...",03:44:00,"12","72",2000-02-26
"Da Brat","What'Chu Like",03:57:00,"12","28",2000-06-03
"Davidson, Clay","Unconditional",03:56:00,"12","50",2000-03-25
"Destiny's Child","Independent Women Pa...",03:38:00,"12","1",2000-09-23
"Destiny's Child","Jumpin' Jumpin'",03:48:00,"12","8",2000-05-13
"Destiny's Child","Say My Name",04:31:00,"12","14",1999-12-25
"Diffie, Joe","It's Always Somethin...",02:55:00,"12","92",2000-08-12
"Dion, Celine","That's The Way It Is",04:03:00,"12","8",1999-11-13
"Dixie Chicks, The","Cowboy Take Me Away",04:51:00,"12","27",1999-11-27
"Dixie Chicks, The","Goodbye Earl",04:19:00,"12","88",2000-03-18
"Dixie Chicks, The","Without You",03:32:00,"12","31",2000-10-07
"Dr. Dre","Forgot About Dre",03:42:00,"12","26",2000-01-22
"Dr. Dre","The Next Episode",02:38:00,"12","27",2000-05-27
"Drama","Left, Right, Left",03:37:00,"12","98",2000-02-12
"Dream","He Loves U Not",03:43:00,"12","8",2000-09-30
"Eastsidaz, The","G'D Up",04:27:00,"12","82",2000-01-08
"Eiffel 65","Blue",03:29:00,"12","19",1999-12-11
"Elliott, Missy ""Misdemeanor""","Hot Boyz",03:51:00,"12","11",1999-11-27
"Eminem","Stan",05:26:00,"12","77",2000-11-04
"Eminem","The Real Slim Shady",04:42:00,"12","9",2000-05-06
"Evans, Sara","Born To Fly",05:36:00,"12","46",2000-10-21
"Eve","Love Is Blind",03:51:00,"12","59",2000-01-08
"Everclear","Wonderful",04:30:00,"12","25",2000-07-08
"Fabian, Lara","I Will Love Again",03:43:00,"12","45",2000-06-10
"Fatboy Slim","The Rockafeller Skan...",04:00:00,"12","95",1999-11-13
"Filter","Take A Picture",04:23:00,"12","13",1999-11-27
"Foo Fighters","Learn To Fly",03:55:00,"12","22",1999-10-16
"Gill, Vince","Feels Like Love",04:13:00,"12","52",2000-09-02
"Gilman, Billy","One Voice",04:07:00,"12","38",2000-06-17
"Ginuwine","None Of Ur Friends B...",04:12:00,"12","71",1999-12-11
"Ginuwine","The Best Man I Can B...",04:06:00,"12","89",2000-01-08
"Goo Goo Dolls","Broadway",03:54:00,"12","33",2000-04-22
"Gray, Macy","I Try",03:52:00,"12","7",2000-02-19
"Griggs, Andy","She's More",03:19:00,"12","43",2000-03-11
"Hart, Beth","L.A. Song",03:47:00,"12","97",1999-11-27
"Heatherly, Eric","Flowers On The Wall",03:16:00,"12","60",2000-04-29
"Henley, Don","Taking You Home",04:08:00,"12","71",2000-06-24
"Hill, Faith","Breathe",04:04:00,"12","23",1999-11-06
"Hill, Faith","Let's Make Love",04:11:00,"12","69",2000-08-12
"Hoku","Another Dumb Blonde",03:47:00,"12","56",2000-02-19
"Hot Boys","I Need A Hot Girl",04:16:00,"12","95",2000-02-19
"Houston, Whitney","Could I Have This Ki...",03:54:00,"12","70",2000-06-17
"Houston, Whitney","My Love Is Your Love",04:16:00,"12","8",1999-09-04
"IMx","Stay The Night",03:37:00,"12","36",1999-10-09
"Ice Cube","You Can Do It",04:20:00,"12","89",1999-12-04
"Ideal","Whatever",03:48:00,"12","50",2000-06-10
"Iglesias, Enrique","Be With You",03:36:00,"12","4",2000-04-01
"Iglesias, Enrique","Rhythm Divine",07:35:00,"12","51",1999-12-04
"J-Shin","One Night Stand",04:34:00,"12","45",1999-12-25
"Ja Rule","Between Me And You",04:05:00,"12","14",2000-09-16
"Jackson, Alan","It Must Be Love",02:53:00,"12","37",2000-06-24
"Jackson, Alan","Pop A Top",03:04:00,"12","47",1999-11-13
"Jackson, Alan","www.memory",02:36:00,"12","67",2000-11-04
"Jagged Edge","He Can't Love U",03:30:00,"12","24",1999-12-11
"Jagged Edge","Let's Get Married",04:23:00,"12","15",2000-05-06
"Janet","Doesn't Really Matte...",04:17:00,"12","1",2000-06-17
"Jay-Z","Big Pimpin'",03:55:00,"12","18",2000-04-22
"Jay-Z","Hey Papi",03:40:00,"12","91",2000-08-12
"Jay-Z","I Just Wanna Love U ...",03:50:00,"12","12",2000-10-28
"Jean, Wyclef","911",04:00:00,"12","49",2000-10-07
"Joe","I Wanna Know",04:57:00,"12","25",2000-01-01
"Joe","Treat Her Like A Lad...",04:12:00,"12","84",2000-08-05
"John, Elton","Someday Out Of The B...",04:41:00,"12","89",2000-04-22
"Jones, Donell","Where I Wanna Be",06:22:00,"12","29",2000-04-22
"Jordan, Montell","Get It On.. Tonite",04:34:00,"12","20",1999-10-23
"Kandi","Don't Think I'm Not",03:50:00,"12","26",2000-08-05
"Keith, Toby","Country Comes To Tow...",03:39:00,"12","62",2000-08-05
"Keith, Toby","How Do You Like Me N...",03:29:00,"12","31",2000-01-29
"Kelis","Caught Out There",04:09:00,"12","90",1999-12-04
"Kid Rock","Only God Knows Why",05:27:00,"12","25",2000-02-19
"Lawrence, Tracy","Lessons Learned",02:55:00,"12","40",2000-01-29
